image233.jpeg,"Modify the image so that the girl is smiling. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while adjusting the facial expression to show a natural and pleasant smile."
image148.jpeg,"Modify the image so that the person holding fresh flowers remains the main subject. Keep the original composition, lighting, and background unchanged, enhancing the clarity and vibrancy of the flowers to make them stand out naturally."
image46.jpeg,"Modify the image so that a girl is walking by the seaside. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while enhancing the scene to clearly show the girl strolling along the beach in a natural and realistic manner."
image134.jpeg,"Modify the image to show the girl looking back over her shoulder with a smile. Keep the original lighting, background, and details unchanged, focusing on capturing a natural and warm expression on her face."
image224.jpeg,"Modify the image to depict a young woman wearing a traditional qipao dress, holding a round fan, standing by the lakeside. Maintain the original photo’s perspective, lighting, and surrounding elements unchanged, while enhancing the details of her attire and the serene lakeside environment to look natural and realistic."
image72.jpeg,"Modify the image to show a girl sitting in a library reading a book, with a computer placed on the desk beside her. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while adding the girl, the book, and the computer in a natural and realistic manner."
image189.jpeg,"Modify the image so that a person is running on a city street. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while emphasizing the dynamic motion and urban environment to create a realistic and lively scene."
image32.jpeg,"Modify the image so that the boy is in the act of shooting a goal. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while realistically depicting the boy’s motion and posture as he kicks the ball towards the goal."
image25.jpeg,"Modify the image so that the little girl is running inside an ancient Greek architectural setting. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while adding authentic ancient Greek architectural details such as columns, stone structures, and classical design elements that look realistic and natural."
image42.jpeg,"Modify the image so that the girl is dancing energetically in an African desert tribe setting. Keep the original photo’s perspective, lighting, and surrounding elements unchanged, while adding authentic tribal attire, desert background, and dynamic movement to the girl, making the scene lively and culturally rich."
image201.jpeg,"Modify the image so that the bride and groom at the wedding are wearing Western-style formal attire. Keep the main subjects unchanged, preserving their poses, expressions, and the overall composition of the photo."
